page,country,rev_id,ores_score,Geography,Population mid-2018 (millions),_merge
Miroslav Kostelka,Czech Republic,803709959,Stub,,,left_only
John Compton,Saint Lucian,803737879,B,,,left_only
Martin Barták,Czech Republic,803793256,Stub,,,left_only
Karolína Peake,Czech Republic,803794383,Start,,,left_only
Arnoldo José Avilés García,Hondura,803808871,Stub,,,left_only
Robert Guéï,Ivorian,803820918,Start,,,left_only
List of heads of state of Ivory Coast,Ivorian,803821448,C,,,left_only
Coronado Chávez,Hondura,803835401,Stub,,,left_only
Florencio Xatruch,Hondura,803835755,Start,,,left_only
Ramón Villeda Morales,Hondura,803836305,Start,,,left_only
Roberto Suazo Córdova,Hondura,803836472,Stub,,,left_only
Rafael Leonardo Callejas Romero,Hondura,803836551,C,,,left_only
Kim Un-yong,South Korean,803838269,Start,,,left_only
Francis Dundas,Cape Colony,803908887,Start,,,left_only
Kenny Anthony,Saint Lucian,803917686,C,,,left_only
Ana Vilma de Escobar,Salvadoran,803927035,Start,,,left_only
"Faisal bin Turki, Sultan of Muscat and Oman",Omani,803929525,Start,,,left_only
Francis Wodié,Ivorian,803941004,C,,,left_only
Francisco Xavier do Amaral,East Timorese,803969836,C,,,left_only
Petr Ježek,Czech Republic,803983301,Start,,,left_only
Frank Lui,Niuean,804027488,Start,,,left_only
Frank Rhodes (British Army officer),Rhodesian,804040348,Start,,,left_only
Yasser Arafat,Palestinian Territory,804075706,FA,,,left_only
Denzil Douglas,Saint Kitts and Nevis,804081241,Start,,,left_only
František Udržal,Czech Republic,804093764,Stub,,,left_only
Ernest Lucas Guest,Rhodesian,804101492,FA,,,left_only
List of vice-presidents of Ivory Coast,Ivorian,804108433,Stub,,,left_only
Vicente Mejía Colindres,Hondura,804127803,Stub,,,left_only
Miguel Paz Barahona,Hondura,804127877,Stub,,,left_only
Rafael López Gutiérrez,Hondura,804128734,Stub,,,left_only
Francisco Bertrand,Hondura,804129698,Stub,,,left_only
Miguel R. Dávila,Hondura,804130200,Stub,,,left_only
Manuel Bonilla,Hondura,804130440,Stub,,,left_only
Terencio Sierra,Hondura,804131272,Stub,,,left_only
Policarpo Bonilla,Hondura,804131604,Start,,,left_only
Ponciano Leiva,Hondura,804131948,Stub,,,left_only
Ahmad Shukeiri,Palestinian Territory,804132518,Start,,,left_only
José María Medina,Hondura,804133123,Start,,,left_only
José Santos Guardiola,Hondura,804133555,Start,,,left_only
Juan Lindo,Salvadoran,804134156,Start,,,left_only
José Lino Matute,Hondura,804138803,Stub,,,left_only
José Santiago Bueso,Hondura,804139010,Stub,,,left_only
Francisco de Aguilar (politician),Hondura,804139208,Stub,,,left_only
José Francisco Montes,Hondura,804139258,Stub,,,left_only
Victoriano Castellanos,Hondura,804139730,Stub,,,left_only
Francisco Inestroza,Hondura,804139800,Stub,,,left_only
Francisco Cruz Castro,Hondura,804139868,Stub,,,left_only
Marcelino Mejía,Hondura,804140099,Stub,,,left_only
Crescencio Gómez,Hondura,804140159,Stub,,,left_only
Miguel Oquelí Bustillo,Hondura,804140314,Stub,,,left_only
Francisco Bueso,Hondura,804140447,Stub,,,left_only
Adan Ahmed Elmi,Somaliland,804143605,Stub,,,left_only
Ralph Gonsalves,Saint Vincent and the Grenadines,804164057,C,,,left_only
Joseph Kasa-Vubu,"Congo, Dem. Rep. of",804197745,GA,,,left_only
Ben Viljoen,South African Republic,804250196,C,,,left_only
President of Ichkeria,Chechen,804275742,Start,,,left_only
Said-Khasanom Abumuslimov,Chechen,804276832,Stub,,,left_only
Vakha Arsanov,Chechen,804276940,C,,,left_only
Lowry Cole,Cape Colony,804277547,Start,,,left_only
Shamil Basayev,Chechen,804277603,C,,,left_only
Supyan Abdullayev,Chechen,804277842,Start,,,left_only
Zelimkhan Yandarbiyev,Chechen,804279009,C,,,left_only
Aslan Maskhadov,Chechen,804279119,C,,,left_only
Abdul-Halim Sadulayev,Chechen,804279165,C,,,left_only
Dokka Umarov,Chechen,804279341,B,,,left_only
10 agorot controversy,Palestinian Territory,804292510,Start,,,left_only
Malietoa Tanumafili II,Samoan,804303257,C,,,left_only
Frédéric Kibassa Maliba,"Congo, Dem. Rep. of",804359582,C,,,left_only
"Sir David Baird, 1st Baronet",Cape Colony,804362436,C,,,left_only
Alan Simon Crowcroft,Jersey,804372746,Start,,,left_only
Fuimaono Naoia Tei,Samoan,804379271,Stub,,,left_only
Fuiono Senio,Samoan,804379277,Stub,,,left_only
Elsebeth Mercedis Gunnleygsdóttur,Faroese,804422035,Stub,,,left_only
Félix Éboué,French Guiana,804473743,C,,,left_only
James Rose Innes,Cape Colony,804497413,FA,,,left_only
Túpac Katari,Incan,804527512,C,,,left_only
Mauricio Funes,Salvadoran,804528819,GA,,,left_only
Havilland de Sausmarez,Guernsey,804532628,Start,,,left_only
Vice President of El Salvador,Salvadoran,804538892,Start,,,left_only
Tapa Tchermoeff,Chechen,804557776,Start,,,left_only
Václav Havel,Czech Republic,804569724,C,,,left_only
Pavel Fischer,Czech Republic,804582256,Stub,,,left_only
Tabu Ley Rochereau,"Congo, Dem. Rep. of",804587534,GA,,,left_only
Gabriela Nuñez,Hondura,804587565,Start,,,left_only
Eva Tylová,Czech Republic,804591494,Stub,,,left_only
Francisco Flores Pérez,Salvadoran,804606321,C,,,left_only
Vyacheslav Bitarov,Ossetian,804609656,Stub,,,left_only
Tamerlan Aguzarov,Ossetian,804609900,Stub,,,left_only
Godfrey Chidyausiku,Rhodesian,804650400,Start,,,left_only
Tsandzile Dlamini,Swaziland,804656330,Start,,,left_only
Leonard Mashako Mamba,"Congo, Dem. Rep. of",804709167,Stub,,,left_only
Krugerrand,South African Republic,804713000,C,,,left_only
Dana Jurásková,Czech Republic,804715205,Stub,,,left_only
Svatopluk Němeček,Czech Republic,804715467,Stub,,,left_only
Richard Hope Hall,Rhodesian,804743937,GA,,,left_only
Crosaire,Rhodesian,804806363,C,,,left_only
José Napoleón Duarte,Salvadoran,804809409,C,,,left_only
Sim Sang-jung,South Korean,804816596,C,,,left_only
Kim So-yeon (activist),South Korean,804817210,Start,,,left_only
Richard Brabec,Czech Republic,804820949,Stub,,,left_only
Governor-General of Saint Kitts and Nevis,Saint Kitts and Nevis,804862608,Start,,,left_only
Jan Fischer (politician),Czech Republic,804868436,C,,,left_only
Martin Pecina,Czech Republic,804869147,Stub,,,left_only
Vlasta Parkanová,Czech Republic,804871394,Stub,,,left_only
Gaston Thornicroft,Rhodesian,804877226,Start,,,left_only
Martin Bursík,Czech Republic,804879673,Start,,,left_only
2000 Camp David Summit,Palestinian Territory,804914588,B,,,left_only
Amin al-Husseini,Palestinian Territory,804940228,B,,,left_only
Cuthbert Sebastian,Saint Kitts and Nevis,804942241,Start,,,left_only
Franck Mwe di Malila,"Congo, Dem. Rep. of",804943836,C,,,left_only
Adel Zawati,Palestinian Territory,804957442,Start,,,left_only
Yi Yun-yong,South Korean,804962117,Stub,,,left_only
Byeon Yeong-tae,South Korean,804962160,Stub,,,left_only
Lee Beom-seok (foreign minister),South Korean,804962170,Stub,,,left_only
Vicente Guterres,East Timorese,804966906,Start,,,left_only
Yoo Chang-soon,South Korean,804968129,Stub,,,left_only
Lee Hyun-jae,South Korean,804968364,Stub,,,left_only
Hyun Soong-jong,South Korean,804968483,Stub,,,left_only
Yun Byung-se,South Korean,804971432,Stub,,,left_only
Kim Sung-hwan (politician),South Korean,804971477,Stub,,,left_only
Kim Suk-soo,South Korean,804971686,Stub,,,left_only
Kim Hwang-sik,South Korean,804971888,Start,,,left_only
Chang Sang,South Korean,804972263,Stub,,,left_only
Armando Calderón Sol,Salvadoran,804991452,Start,,,left_only
Lubomír Zaorálek,Czech Republic,805037426,Start,,,left_only
Mobutu Sese Seko,"Congo, Dem. Rep. of",805038023,B,,,left_only
Amadou Gon Coulibaly,Ivorian,805044583,Start,,,left_only
Chang Taek-sang,South Korean,805053478,Start,,,left_only
Augusto Coello,Hondura,805055004,Stub,,,left_only
Gennadi Berulava,Abkhazia,805063877,Stub,,,left_only
Radola Gajda,Czech Republic,805084705,C,,,left_only
Maurice Mpolo,"Congo, Dem. Rep. of",805086693,GA,,,left_only
William Bailhache,Jersey,805135198,Stub,,,left_only
Michael Birt (barrister),Jersey,805136001,Start,,,left_only
Frank Ereaut,Jersey,805136113,Start,,,left_only
Robert Pipon Marett,Jersey,805136184,Start,,,left_only
Nicolaas Frederic de Waal,Cape Colony,805157563,Stub,,,left_only
"List of members of the South Korean Constituent Assembly, 1948–50",South Korean,805158721,Stub,,,left_only
Karel Schwarzenberg,Czech Republic,805176779,C,,,left_only
Vlasta Svobodová,Czech Republic,805179298,Stub,,,left_only
Rui Maria de Araújo,East Timorese,805183458,Start,,,left_only
George Romeo Silvestri,Hondura,805248828,Stub,,,left_only
Georges Minsay Booka,"Congo, Dem. Rep. of",805279692,Start,,,left_only
Lim Su-kyung,South Korean,805293256,C,,,left_only
Omar Barghouti,Palestinian Territory,805306238,C,,,left_only
Arab Money,Palestinian Territory,805321868,C,,,left_only
Ondřej Přikryl,Czech Republic,805352758,Start,,,left_only
Fidel Sánchez Hernández,Salvadoran,805353238,Start,,,left_only
Germain Katanga,"Congo, Dem. Rep. of",805368981,B,,,left_only
"James Graham, 7th Duke of Montrose",Rhodesian,805372073,C,,,left_only
Milada Horáková,Czech Republic,805439919,C,,,left_only
Ghassan Khatib,Palestinian Territory,805441005,Start,,,left_only
Rafael Antonio Gutiérrez,Salvadoran,805474907,Start,,,left_only
Hilaria Supa,Incan,805475200,C,,,left_only
Freddie Cohen,Jersey,805499715,C,,,left_only
Daniel Kanza,"Congo, Dem. Rep. of",805523382,C,,,left_only
Michael Pilgrim,Saint Lucian,805577053,Stub,,,left_only
Salvador Nasralla,Hondura,805625721,Start,,,left_only
Pa Tepaeru Terito Ariki,Cook Island,805657875,C,,,left_only
"John Charles Molteno, Jr.",Cape Colony,805678535,C,,,left_only
Edmund Andros,Guernsey,805755298,B,,,left_only
Guram Gabiskiria,Abkhazia,805775169,Start,,,left_only
Umar Dzhabrailov,Chechen,805794113,B,,,left_only
Ahmad Toukan,Palestinian Territory,805811873,Start,,,left_only
Martin Holcát,Czech Republic,805824502,Stub,,,left_only
Gilbert Pongo,"Congo, Dem. Rep. of",805835265,C,,,left_only
Muhammad Haji Ibrahim Egal,Somaliland,805840190,C,,,left_only
Ramzan Kadyrov,Chechen,805869321,GA,,,left_only
Hediya Yousef,Rojava,805873719,C,,,left_only
Mansur Selum,Rojava,805873803,Stub,,,left_only
Laurent-Désiré Kabila,"Congo, Dem. Rep. of",805923394,C,,,left_only
Kruger National Park,South African Republic,805927999,GA,,,left_only
Allen Chastanet,Saint Lucian,805945778,Start,,,left_only
Alena Dernerová,Czech Republic,805946007,Stub,,,left_only
Ki Dong-min,South Korean,805956890,Start,,,left_only
Ahrn Palley,Rhodesian,805960143,C,,,left_only
Baklai Temengil,Palauan,805961817,Start,,,left_only
"Alfred Milner, 1st Viscount Milner",Cape Colony,805962015,C,,,left_only
Nestor Lakoba,Abkhazia,805967589,GA,,,left_only
Edmundo Orellana,Hondura,805984131,Stub,,,left_only
Shin Sung-mo,South Korean,805991409,Stub,,,left_only
Irma Dimas,Salvadoran,806010405,Start,,,left_only
Annita á Fríðriksmørk,Faroese,806011231,Stub,,,left_only
Marian Jurečka,Czech Republic,806049453,Stub,,,left_only
O le Ao o le Malo,Samoan,806055721,GA,,,left_only
Manuel José Arce,Salvadoran,806057984,Start,,,left_only
Prospère Mushobekwa,"Congo, Dem. Rep. of",806071312,Stub,,,left_only
Chun Jung-bae,South Korean,806073279,Start,,,left_only
"List of members of the National Assembly (South Korea), 2012–2016",South Korean,806073996,Start,,,left_only
Pavel Bělobrádek,Czech Republic,806085100,Stub,,,left_only
President of El Salvador,Salvadoran,806101149,B,,,left_only
Han Duck-soo,South Korean,806124709,Start,,,left_only
Francisco Guterres,East Timorese,806140876,Start,,,left_only
Roh Tae-woo,South Korean,806145466,C,,,left_only
Allan Savory,Rhodesian,806153816,GA,,,left_only
Rafael Pineda Ponce,Hondura,806178799,C,,,left_only
Han Myeong-sook,South Korean,806182207,C,,,left_only
Choo Mi-ae,South Korean,806184478,C,,,left_only
Eugène Serufuli Ngayabaseka,"Congo, Dem. Rep. of",806189185,Start,,,left_only
Julien Paluku Kahongya,"Congo, Dem. Rep. of",806189633,B,,,left_only
Alassane Ouattara,Ivorian,806218350,C,,,left_only
Dan Ťok,Czech Republic,806231200,Stub,,,left_only
Jonathan Kings,Tokelauan,806257719,Stub,,,left_only
Administrator of Tokelau,Tokelauan,806258588,Start,,,left_only
Hortense Aka-Anghui,Ivorian,806287770,Start,,,left_only
Na Kyung-won,South Korean,806319565,Start,,,left_only
Gordon Sprigg,Cape Colony,806340214,C,,,left_only
Khalil al-Wazir,Palestinian Territory,806359448,B,,,left_only
List of mayors of Goma,"Congo, Dem. Rep. of",806372703,Stub,,,left_only
Victor Nendaka Bika,"Congo, Dem. Rep. of",806383479,Start,,,left_only
Min Byung-doo,South Korean,806399005,Start,,,left_only
Governor-General of Saint Lucia,Saint Lucian,806408228,Start,,,left_only
Governor of Montserrat,Montserratian,806415676,Start,,,left_only
Dagobert Banzio,Ivorian,806421729,Start,,,left_only
Henry Jean-Baptiste,Martinique,806431975,Stub,,,left_only
Choe Kwang-shik,South Korean,806439224,Stub,,,left_only
Choi Kyu-hah,South Korean,806462613,C,,,left_only
Jiří Dienstbier,Czech Republic,806490518,Stub,,,left_only
Rudolf Slánský,Czech Republic,806504904,C,,,left_only
Won Sei-hoon,South Korean,806511942,Stub,,,left_only
Won Yoo-chul,South Korean,806512047,Stub,,,left_only
Antoine Gizenga cabinet,"Congo, Dem. Rep. of",806524828,Start,,,left_only
Ian Smith,Rhodesian,806532780,FA,,,left_only
Alexandr Vondra,Czech Republic,806537585,C,,,left_only
Jaroslav Šedivý,Czech Republic,806538241,Stub,,,left_only
Cyril Svoboda,Czech Republic,806538320,C,,,left_only
Jan Kohout,Czech Republic,806539480,Stub,,,left_only
André Lubaya,"Congo, Dem. Rep. of",806545614,Start,,,left_only
Gratien Candace,Guadeloupe,806546383,Start,,,left_only
Kim Boo-kyum,South Korean,806555857,Start,,,left_only
Miloš Vystrčil,Czech Republic,806558617,Stub,,,left_only
Mimi Karlsen,Greenlandic,806560929,Stub,,,left_only
Alois Eliáš,Czech Republic,806566913,C,,,left_only
Jan Skopeček (politician),Czech Republic,806569308,Stub,,,left_only
Miloslav Ludvík,Czech Republic,806586185,Stub,,,left_only
Baek Du-jin,South Korean,806590508,Stub,,,left_only
Martin Kupka,Czech Republic,806636602,Stub,,,left_only
Cecil Rhodes,Cape Colony,806647373,B,,,left_only
Matěj Stropnický,Czech Republic,806650264,Stub,,,left_only
"Thuwaini bin Said, Sultan of Muscat and Oman",Omani,806665440,Stub,,,left_only
Joan Viliamu,Niuean,806666816,Stub,,,left_only
Petr Šimerka,Czech Republic,806669645,Stub,,,left_only
Jaromír Drábek,Czech Republic,806669709,Stub,,,left_only
Ludmila Müllerová,Czech Republic,806669752,Stub,,,left_only
Jan Veleba (politician),Czech Republic,806672899,Stub,,,left_only
František Ringo Čech,Czech Republic,806673245,Stub,,,left_only
Michaela Marksová,Czech Republic,806673585,Stub,,,left_only
Robert Pelikán,Czech Republic,806708361,Stub,,,left_only
Karla Šlechtová,Czech Republic,806708532,Stub,,,left_only
Stanislav Gross,Czech Republic,806720477,C,,,left_only
Martin Stropnický,Czech Republic,806729653,Stub,,,left_only
Tony Abbott (governor),Montserratian,806730593,Stub,,,left_only
José Matías Delgado,Salvadoran,806731535,C,,,left_only
Tom Marsters,Cook Island,806739780,Start,,,left_only
"List of members of the National Assembly (South Korea), 2016–present",South Korean,806749773,Start,,,left_only
Leoš Heger,Czech Republic,806751902,Stub,,,left_only
Túpac Amaru II,Incan,806761543,C,,,left_only
Selvin Laínez,Hondura,806796619,Stub,,,left_only
Park Chung-hee,South Korean,806801805,B,,,left_only
Anatoly Bibilov,Ossetian,806832826,Start,,,left_only
Chun Doo-hwan,South Korean,806846283,C,,,left_only
Bohuslav Svoboda,Czech Republic,806850638,Stub,,,left_only
Roh Moo-hyun,South Korean,806852494,B,,,left_only
Ana Julia García,Hondura,806875293,Stub,,,left_only
Miroslava Němcová,Czech Republic,806876791,Stub,,,left_only
Zbyněk Stanjura,Czech Republic,806900987,Stub,,,left_only
Qaboos bin Said al Said,Omani,806904421,C,,,left_only
Katrin Kallsberg,Faroese,806909915,Start,,,left_only
Ismail Haniyeh,Palestinian Territory,806939531,C,,,left_only
Jean-Chrysostome Werengemere,"Congo, Dem. Rep. of",806947596,C,,,left_only
Francisco Ferrera,Hondura,806948506,Stub,,,left_only
Vanda Pignato,Salvadoran,806958982,B,,,left_only
Guillaume Soro,Ivorian,806973935,C,,,left_only
Drahomíra Miklošová,Czech Republic,806988445,Stub,,,left_only
Václav Klaus Jr.,Czech Republic,806991412,C,,,left_only
Lee Jung-hee,South Korean,807021657,Start,,,left_only
Song Yo-chan,South Korean,807029190,Stub,,,left_only
Kitack Lim,South Korean,807057020,Start,,,left_only
Dominik Feri,Czech Republic,807058182,Start,,,left_only
Park Geun-hye,South Korean,807060237,B,,,left_only
Garfield Todd,Rhodesian,807097467,C,,,left_only
Alexandra Udženija,Czech Republic,807102237,Stub,,,left_only
Do Jong-hwan,South Korean,807122658,Start,,,left_only
Assassination of Park Chung-hee,South Korean,807142261,C,,,left_only
Laurent Gbagbo,Ivorian,807159456,C,,,left_only
Douglas Hamilton Ritchie,Rhodesian,807159903,C,,,left_only
Godfrey Huggins,Rhodesian,807160082,C,,,left_only
Maphevu Dlamini,Swaziland,807175486,Stub,,,left_only
José María Lemus,Salvadoran,807175924,Stub,,,left_only
William Sio,Samoan,807177019,C,,,left_only
Idris Gaibov,Chechen,807180397,Stub,,,left_only
Jean-Pierre Bemba,"Congo, Dem. Rep. of",807193274,GA,,,left_only
Guy Joseph,Saint Lucian,807198874,Stub,,,left_only
Salvador Sánchez Cerén,Salvadoran,807210786,C,,,left_only
Jason Sendwe,"Congo, Dem. Rep. of",807243537,GA,,,left_only
Gérard Kamanda wa Kamanda,"Congo, Dem. Rep. of",807258156,Stub,,,left_only
Piet Joubert,South African Republic,807269619,C,,,left_only
Patrice Lumumba,"Congo, Dem. Rep. of",807273861,FA,,,left_only
George Hackwill,Rhodesian,807283218,GA,,,left_only
George Grey,Cape Colony,807290539,FA,,,left_only
Patrick Achi,Ivorian,807296683,Stub,,,left_only
H. C .W. Tórgarð,Faroese,807297374,Start,,,left_only
Peregrine Maitland,Cape Colony,807330872,C,,,left_only
Ivan Pilný,Czech Republic,807333095,Stub,,,left_only
Marta Semelová,Czech Republic,807334610,Stub,,,left_only
Daniel Herman,Czech Republic,807334657,Start,,,left_only
Jan Hamáček,Czech Republic,807353609,Stub,,,left_only
Ruslan Alikhadzhiyev,Chechen,807354708,Start,,,left_only
Michal Horáček,Czech Republic,807358143,Start,,,left_only
Nizar Rayan,Palestinian Territory,807364845,GA,,,left_only
Václav Klaus,Czech Republic,807382193,C,,,left_only
Martin Kuba,Czech Republic,807394304,Stub,,,left_only
Martin Říman,Czech Republic,807394725,Stub,,,left_only
Kateřina Valachová,Czech Republic,807399097,Stub,,,left_only
Thomas Francis Wade,Cape Colony,807401513,C,,,left_only
Geum Min,South Korean,807404528,Stub,,,left_only
Vladimír Tošovský,Czech Republic,807415625,Stub,,,left_only
Pavel Svoboda,Czech Republic,807416099,Start,,,left_only
Petr Fiala,Czech Republic,807420515,Start,,,left_only
Nam Duck-woo,South Korean,807423123,Stub,,,left_only
Henry Everard,Rhodesian,807425613,Start,,,left_only
John Wrathall,Rhodesian,807425747,C,,,left_only
Haifa al-Agha,Palestinian Territory,807439836,Stub,,,left_only
Mahmoud al-Zahar,Palestinian Territory,807444564,C,,,left_only
Juan Ángel Arias Boquín,Hondura,807445333,Start,,,left_only
Francisco Zelaya y Ayes,Hondura,807445395,Stub,,,left_only
Haitham bin Tariq Al Said,Omani,807451487,Stub,,,left_only
Ruslan Yamadayev,Chechen,807454176,C,,,left_only
Hakam Balawi,Palestinian Territory,807459429,Start,,,left_only
Vladimír Špidla,Czech Republic,807462107,C,,,left_only
Yunis Al Astal,Palestinian Territory,807462818,Start,,,left_only
